KEY,zh-CN
movingillicitgoods^especiallytechnology^throughouttheperipheryisanextremelylucrativefieldforamerchantwithfewscruplesandahightolerancefordanger*restricteditemsarealwaysbeingunearthedinthecenturiessincethefallofthestarleague*,对于一个毫无顾忌 又很能容忍危险的商人来说 在外围倒腾违禁物资 特别是技术产品 是项极其有利的领域. 星际联盟垮台后的几个世纪以来 人们一直在发掘限制性物品.
mr*average,平凡人
mummybear,熊妈妈
murderous,凶残
murdoch,默多克
muridox,穆里多克斯
mw1rebellious,MW 1桀骜不驯
mw1sadlydoesntfollowyouradvice:doesnttellmw2,MW 1没有遵循你的建议: 不告诉MW 2
mw1sadlyfollowsyouradvice:doesnttellmw2,MW 1遵循你的建议: 不告诉MW 2
mw2dependable,MW2可靠
mw2findsoutanyway,MW 2还是发现了
mw2gainsdependable*mw1losesrebellious*,MW2获得可靠. MW1失去桀骜不驯.
mw2highspirits,MW 2情绪高昂
mw2rebels,MW2反抗了
mwdependable+medtech-2,MW可靠+医疗技师点数-2
mwdies,MW死了
openingsavegames,打开已保存游戏
operatingcosts,运营成本
opposingforce,对手部队
requestingconflictsfromcomstar***,向通讯之星请求冲突...
soberano,索贝拉诺
soitwasjustanordinarydatastore?ohwell;wegetpaideitherway*letsdustoffandcollectourpay*,所以这只是一个普通的数据存储器? 哦好吧; 反正我们有有报酬. 我们拍拍屁股去收取我们的报酬吧.
tdflanceleader,TDF小队领队
teamisnull,队伍为空
teamloses,队伍损失
tech,技师
techcareer,技师生涯
technicallypartofthetaurianconcordat^pyrrhusisadrearyrockwhereconvictsareturnedloosewithapickaxeandapatontheback^theretomakeapoorlivingasaminer^or^morelikely^joinoneoftheresidentpirategangs*,从技术上讲 皮洛士是金牛协约国的一部分 是块沉闷的岩石. 在那儿 给犯人们背上一把十字镐 再在背后拍一把 就打发他们去做矿工谋生 或者 更可能的是 加入一个驻在那儿的海盗团伙.
terrain,地形
terrainquality,地形质量
sellfor{0},照<color=#F79B26>{0}</color>的价格卖出
registeringcommandercallsignwithcomstarservices***,正在向通讯之星服务注册指挥官呼号...
rel*difficulty:{0}newline,相对难度: {0}\n
seasonpass,季票
securitysolutions^inc*,安全解决方案有限公司
seethatyoudo^lieutenant*youshouldknowicantpromisethattheywontbeback*,看得出来 中尉. 你该知道\u2026我不能保证他们不会回来.
seewhatyoucangetforaminimumrate*,看看你能以最低的价格得到什么.
sellforalittle,出售一点
sellforalot,出售很多
sellforamediumamt,出售中等的量
set1timerobjective,设置1个定时器目标
set2timerobjective,设置2个定时器目标
shortdesc,简介
solidice,坚实的冰
subcommanderboris,副指挥官鲍里斯
website,网站
wearetaskedwithmarkinganareaforartillerystrike*,我们的任务是标定一块区域进行炮击. 
wearesuchbadasses!,我们<i>真是混蛋!</i>
warning:incomingartilleryfire*,警告: 炮火来袭.
warning!,警告!
wait!um^whatdoesitsmelllike?becausetheresaweirdsmellinhere***,等等! 嗯...这是什么味道? 这儿有股奇怪的味道...
vsync,垂直同步
vip,VIP
wevegotalittleproblem^commander^andyourejustthepeopletohelpusout*the{team_tar*factiondef*demonym}authoritiesraidedoneofourwarehouses*thegunsanddrugs^theycankeep^buttheyalsocapturedsomeofourbesttechnicians*weneedthosepeoplebacktocontinueourworkhere*theyrebeingtransportedtothedetentioncenterforinterrogation^whichwouldnotbegoodforourbusinessatall*weneedyoutorescuethem*,指挥官 我们有点小问题 而你正是帮我们摆脱它的人. {TEAM_TAR.FactionDef.Demonym}当局袭击了我们的一处仓库. 枪炮 药品 他们可以留下 可他们还抓走了几个我们最好的技师. 我们需要那些人回来 继续我们在这儿的工作. 他们正被运往集中营进行审讯 这对我们的事业根本没好处. 我们需要你营救他们.
wevecapturedthelatestprideandjoyofthecapellanconfederation:acataphractctf-1x*ourscientistshavebeenreverse-engineeringthemonster^butnowtheysaytheyneedrealbattledatabeforetheycancontinue*wedlikeyoutoprovidethatdata*wevelocateda{team_tar*factiondef*demonym}lancetouseasaguineapig*takethectf-1xdowntotheplanetandeliminatethatlance*needlesstosay^wedonthaveanotherofthese^soitsimperativethatyoureturnitintact*,我们已经夺取了御夫星邦联最新的骄傲: 一部"具装骑兵"CTF-1X. 我们的科学家一直在对这部怪兽进行逆向工程 但现在他们说需要实战数据才能继续. 我们要你来提供数据. 我们已经找到了一支{TEAM_TAR.FactionDef.Demonym}小队作为实验对象. 带CTF-1X下到行星上 消灭那支小队. 不用说 我们没有第二部CTF-1X了 所以你势必要完整无缺地带它回来.
thisindustrialworldseconomywasshatteredbythesecondsuccessionwar^inwhichdavioncaptureditfromliao*theatmosphericdustfromorbitalbombardmentledtoaprecipitousdropinglobaltemperatures*,这颗工业星球的经济毁于第二次继承战争 这场战争中达维恩从廖氏手中夺走了它. 大气中的尘埃缘于轨道轰炸 导致了全球气温的陡降.
theforcesthatcapturedthebasearestillon-site^sobereadyforopposition*,夺走基地的部队还在现场 所以准备应付敌人.
hey^darius?didnttheysaythebasewasdecommissioned?,嘿 达吕斯? 他们不是说基地已经停用了吗?
damagedmediumcivilianbuilding*,受损的中型民用建筑.
damagedmediumcivilianbuilding,受损的中型民用建筑
heyboss^imseeingmorecontacts*whatevertheseguysstolemustbeimportant*,嘿老大 我看到了更多接触. 不管这些家伙偷了什么反正肯定很重要.
hey^yang?whatsthatenginesignature?,嘿，杨？那个引擎信号是什么？
hey^xo?ivegotmultipleblipshere*lookslike***{team_tar*factiondef*demonym}livery*,嘿 执行官? 我发现这儿有多个信号. 看起来像...{TEAM_TAR.FactionDef.Demonym}涂装.
hey^darius*aretheresupposedtobeturretsguardingthisplace?,嘿 达吕斯. 这个地方该有炮台守卫吗?
hey^boss^ivegotanotherblipcominginfastandlow*probablyanotherleopard^headed***here*,嘿 老大 我发现了一个光点 来得又低又快. 可能是另一艘豹式 正向...这里前进.
toggleui,切换UI
toggles,切换
simgamephase,模拟游戏阶段
simgame,模拟游戏
sigyn,西因
sianuniversity,希安大学
siantriumphant,希安凯歌运动
sianisthemodernseatofpowerofthecapellanconfederation*duringtheageofwar^theformercapital^capella^wasdecimated*siansverdantjunglesandtropicallocalesflourishunderthestaunchprotectionofthegovernment^despitethebillionswhocallthisplanethome*,希安是御夫星邦联现在的权力中心. 在战争时代 前首都卡佩拉被毁. 尽管有数十亿人称这颗星球为家 但希安青翠的丛林和热带地区却在政府的坚定保护下茁壮成长.
sian,希安
shugoreynauldyamaguchi,雷诺奥·山口守护
shotmodifier,射击修正因子 
sho-sa(major),少佐(少校)
shortdescplaceholder,简短描述占位符
shivraj,希夫拉杰
ship2departurewarning,2号船离港警告
ship1departurewarning,1号船离港警告
shift,Shift
shaunavon,肖纳文
shaun,肖恩
shaulkhala,绍尔哈拉
quimberton,昆伯顿
tagteam,二人组
tag,     目标获取装置
tab,Tab
stripequip,拆除装备
striparmor,拆除装甲
stability:,稳定性:
sprintfollowcam,冲刺时镜头跟随
smithon,史密森
slots:,插槽:
skirmishmechbay,遭遇战机甲库
ship3departurewarning,3号船离港警告
settingsmenu,设置菜单
selling,正在卖出
scrapdestroyedcomponents,报废被毁的部件
rightbracket,右括号
rightarrow,右方向键
reynauld,雷诺奥
reward,回报
research(adv*),研究类(高级)
research,研究类
rescuealexander,营救亚历山大
repairall,全部修复
redmenace,红色威胁
reararmor,背面装甲
readyyourlance,准备你的小队
rating:,评级:
rangedassault,远程攻击
range:,射程:
perfectaim,完美瞄准
pattern6,样式 6
pattern5,样式 5
pattern4,样式 4
pattern3,样式 3
pattern2,样式 2
pattern1,样式 1
o,O
nyi,nyi
num9,Num 9
num8,Num 8
num7,Num 7
num6,Num 6
num5,Num 5
num4,Num 4
num3,Num 3
num2,Num 2
num1,Num 1
nothingtolose,没什么可失去的
normalmovefollowcam,普通移动时镜头跟随
noissues,没有问题
noguarantees,不保证
nocomponents,没有部件
mastervolume,主音量
manufacturingoutletsproducecockpitupgrades^heatbanks^andthermalexchangers*,制造网点生产座舱升级部件 蓄热器和换热器.
manufacturing(adv*),制造类(高级)
manufacturing,制造类
manufacturer:,制造商:
mantharakaisonlymarginallyhabitable^withbarren^rockyhighlandsandcold^aridlowlands*however^itsvastandeasilyaccessibledepositsoftitanium-bearingoreshavemadeitaviableminingcolonynonetheless*,曼萨拉卡勉强适宜居住 它拥有贫瘠的岩质高地和寒冷 干旱的低地. 但尽管如此 其广阔且易于开采的含钛矿床使它成为一个切实可行的采矿殖民地.
mandatoryendnode,强制结束节点
manage,管理
majordamagetomedbay,医务室受到重大损坏
awaitfurtherinstructions,等待进一步的指示
awaitdropshiparrival,等待空投艇到达
auto-centeronselection,自动以所选对象为中心对正
authorizeasecondmedicalexamination*,授权进行第二次体检.
authorizeanexperimentalprocedurefor{tgt_mw*callsign}*,授权{TGT_MW.Callsign}一次实验性流程.
authorize{tgt_mw*callsign}searlyreleasefromthemedbay*,授权{TGT_MW.Callsign}提前从医务室出院.
attackzoom,攻击时缩放
attackcameras,攻击镜头
arena-rivercrossing,竞技场-河流渡口
arena-alpineriver,竞技场-高山河
aperipheryofmetal,金属的外围
alternate,备用
alrakistigerfalcon,舞者虎隼
alphabeacondeployed^commander*goodwork*,指挥官 A信标部署好了. 干得好.
allright^alphalance^thetaskforceisupahead;ourintelputsthemsomewhereinthisarea*,好了 A小队 特遣队就在前面; 我们的情报说它们就在这一地区的某处.
25m,25M
20m,20米
20-35t,20-35吨
15m,15M
{tgt_flashpoint*def*description*name}iv,{TGT_FLASHPOINT.Def.Description.Name} IV
{tgt_flashpoint*def*description*name}iii,{TGT_FLASHPOINT.Def.Description.Name} III
{tgt_flashpoint*def*description*name}ii,{TGT_FLASHPOINT.Def.Description.Name} II
backyardbarbecue,后院烧烤
aaaand***done*thatsallthedata^commander*imreadyforextraction*,然后...完成. 这就是全部数据了 指挥官. 我准备撤了.
abilitydefhiredguns,AbilityDefHiredGuns
abilitydeffireandsteel,AbilityDefFireAndSteel
abilitydefbwidowskiss,AbilityDefBWidowsKiss
abilitydefbwcl,AbilityDefBWCL
abilitydefbperfectaim,AbilityDefBPerfectAim
40-55t,40- 55吨
4x20,4x20
55*9m,55.9M
999t,999T
60-75t,60-75 吨
80-100t,80-100吨
+15%jobpayouts,+15% 工作支出
[[res_system^{res_system*name}staghasexpired:,[[RES_SYSTEM{RES_SYSTEM.Name}]]的特性已过期:
*40ammo,* 40 弹药
(currentfactionreputation=19),(当前派系声望 = 19)
({0}st),( {0} ST )
({0}h^{1}st),( {0} H {1} ST )
speedupcombatnewline(singleplayer),加速战斗\n(单人游戏)
taurianrecon,金牛侦察兵
tauriannobility,金牛贵族
taurianministryofintelligence,金牛情报部
taurianconcordatliaison,金牛协约国联络人
targetsmechdestroyed^youamateurs*,目标的<i>机甲</i>被摧毁了 你们这些外行.
targetdestroyed^commander*,目标被摧毁了 指挥官.
takeourguesttotheevaczone^commander^and^asafavortome?dontdawdle*,带我们的客人去撤离区 指挥官 还有 帮我个忙? 别磨蹭了.
systemmemorysize(mb):yours:{0}required:{1}newline,系统内存大小 (MB): 你的: {0} 需要: {1}\n
sparemetheattemptsathumor^andletmeaboard*,别跟我开玩笑了 让我登船吧.
[{tgt_mw*callsign}:brave],[{TGT_MW.Callsign}: 勇敢]
[{tgt_mw*callsign}:bookish],[{TGT_MW.Callsign}: 喜爱阅读]
[{tgt_mw*callsign}:technician],[{TGT_MW.Callsign}: 技师]
[{tgt_mw*callsign}:periphery],[{TGT_MW.Callsign}: 外围]
[{tgt_mw*callsign}:officer],[{TGT_MW.Callsign}: 军官]
[{tgt_mw*callsign}:notspacer],[{TGT_MW.Callsign}: 非太空人]
[{tgt_mw*callsign}:military],[{TGT_MW.Callsign}: 军人]
[{tgt_mw*callsign}:naive],[{TGT_MW.Callsign}: 单纯]
[{tgt_mw*callsign}:merchant],[{TGT_MW.Callsign}: 商人]
[{tgt_mw*callsign}:gladiator],[{TGT_MW.Callsign}: 角斗士]
[{tgt_mw*callsign}:dishonest],[{TGT_MW.Callsign}: 不诚实]
[{tgt_mw*callsign}:criminal],[{TGT_MW.Callsign}: 罪犯]
[{tgt_mw*callsign}:cautious],[{TGT_MW.Callsign}: 谨慎]
hellofadeal,一桩大买卖
(hidden)allprimarytargetsdestroyedflag,(HIDDEN)所有主要目标已被摧毁
diedfromcomplicationsduringanexperimentalprocedure*,在实验过程中死于并发症.
diedfromaheadinjuryaftersustainingatraumaticbraininjury*,持续性的脑外伤后死于头部创伤.
didyoureallyjustdropintomybackyardwiththatlance?imoffended*thiswontevenbeachallenge*,你真的就只是和<i>那支</i>小队一起钻进了<i>我的</i>后院吗? 我被冒犯了. 这甚至都算不上是挑战.
devastatingblow,毁灭性的打击
destroyturretgenerator,摧毁炮台发电站
destroytheweaponsconvoyandescape,消灭武器车队并摆脱敌人
destroytheprofessional,消灭专家
destroythefactory,摧毁工厂
destroythearmoredconvoyandescape,消灭装甲车队并摆脱敌人
destroytheambushers,消灭伏击者
destroythe{team_tar*factiondef*demonym}reinforcements,消灭{TEAM_TAR.FactionDef.Demonym}援军
destroythe{team_tar*factiondef*demonym}defenders,消灭{TEAM_TAR.FactionDef.Demonym}守卫
destroysecondenemylance,消灭第二支敌方小队
destroyprimaryenemyforce,消灭主要敌军
destroyjointtaskforce,消灭联合特遣部队
destroyingmycousinslandingforcewouldshowherthecostsofhertreacheryandiamwillingpay*howevergettingthatrecoveringthatdataisstillourpriority*,消灭我表妹的登陆部队会让她知道背叛的代价 我愿意为此付钱. 然而 回收这些数据仍然是我们的首要任务.
destroyfactorydefenders,消灭工厂守卫
destroyfactoryandextractsafely,摧毁工厂并安全撤离
destroyfacilitydefenders,消灭设施守卫
destroyenemyspecialreinforcements,消灭敌方的特别援军
destroyenemyorions,摧毁敌方的"猎户座"
destroyenemylanceandkeeptraineesalive,消灭敌方小队并保证受训人员活着
destroyenemylanceandkeepofficialalive,消灭敌方小队 并保证官员活着
destroyenemygarrison,消灭敌方守备部队
destroyadditional{team_tar*factiondef*demonym}forces,消灭另外的{TEAM_TAR.FactionDef.Demonym}部队
destroy{team_tar_ally*factiondef*demonym}forces,消灭{TEAM_TAR_ALLY.FactionDef.Demonym}部队
destroy{team_tar*factiondef*demonym}terrorist,消灭{TEAM_TAR.FactionDef.Demonym}恐怖分子
destroy{team_tar*factiondef*demonym}noble,消灭{TEAM_TAR.FactionDef.Demonym}贵族
destcommando,天龙精英突击队(DEST)突击队员
deploytheleopardtodestroythedebris*,部署豹式摧毁残骸.
